Time,AccelerometerX,AccelerometerY,AccelerometerZ
168.000298,1.255,-8.796,0.64
168.00999,1.059,-8.319,0.644
168.019682,0.902,-8.049,0.692
168.029374,0.745,-7.887,0.681
168.039066,0.549,-7.726,0.669
168.048758,0.392,-7.712,0.592
168.05845,0.314,-7.712,0.592
168.068142,0.235,-7.789,0.578
168.077834,0.275,-7.867,0.565
168.087526,0.275,-7.969,0.467
168.097244,0.275,-8.053,0.492
168.106962,0.314,-8.078,0.408
168.11668,0.314,-8.078,0.408
168.126398,0.314,-8.11,0.362
168.136116,0.314,-8.149,0.356
168.145834,0.314,-8.226,0.342
168.155552,0.314,-8.303,0.328
168.16527,0.353,-8.548,0.365
168.174988,0.353,-8.833,0.394
168.184706,0.314,-9.155,0.417
168.194424,0.275,-9.407,0.492
168.204142,0.196,-9.839,0.456
168.21386,0.118,-10.38,0.36
168.223599,0.039,-10.575,0.565
168.233338,0,-10.832,0.44
168.243077,-0.118,-11.316,0.474
168.252816,-0.235,-11.53,0.556
168.262555,-0.314,-11.518,0.717
168.272294,-0.392,-11.321,0.951
168.282033,-0.549,-11.527,0.995
168.291772,-0.628,-12.223,0.872
168.301511,-0.706,-12.714,0.945
168.31125,-0.706,-12.639,1.197
168.320989,-0.628,-12.645,1.236
168.330728,-0.628,-12.782,1.331
168.340467,-0.549,-12.873,1.395
168.350206,-0.471,-13.175,1.302
168.359948,-0.588,-13.42,1.338
168.36969,-0.588,-13.518,1.44
168.379432,-0.628,-13.088,1.715
168.389174,-0.628,-12.329,1.929
168.398916,-0.628,-11.243,2.319
168.408658,-0.628,-10.489,2.333
168.4184,-0.628,-10.482,2.294
168.428142,-0.667,-9.871,2.442
168.437884,-0.549,-10.041,2.053
168.447626,-0.628,-10.009,2.099
168.457368,-0.549,-9.764,2.062
168.46711,-0.549,-9.544,1.942
168.476852,-0.549,-9.653,1.883
168.486594,-0.51,-9.937,1.912
168.496321,-0.51,-9.859,1.926
168.506048,-0.549,-9.718,2.031
168.515775,-0.471,-9.557,2.019
168.525502,-0.431,-9.462,2.155
168.535229,-0.392,-9.339,2.137
168.544956,-0.392,-9.139,2.133
168.554683,-0.353,-8.894,2.096
168.56441,-0.314,-8.61,2.067
168.574137,-0.235,-8.326,2.037
168.583864,-0.196,-8.189,1.942
168.593591,-0.196,-8.053,1.846
168.603318,-0.157,-7.917,1.751
168.613045,-0.157,-7.896,1.635
168.622772,-0.196,-7.869,1.48
168.63248,-0.078,-7.848,1.364
168.642188,-0.118,-7.892,1.158
168.651896,-0.078,-7.91,1.035
168.661604,-0.118,-7.921,0.874
168.671312,-0.078,-7.953,0.828
168.68102,0,-7.869,0.803
168.690728,0.039,-7.855,0.726
168.700436,0.078,-8.137,0.517
168.710144,0.039,-8.337,0.522
168.719852,0.078,-8.478,0.417
168.72956,0.118,-8.658,0.306
168.739268,0.078,-8.998,0.206
168.748976,0,-9.371,0.06
168.758684,-0.078,-9.712,-0.04
168.768398,-0.078,-10.194,-0.244
168.778112,-0.157,-10.721,-0.417
168.787826,-0.157,-11.012,-0.348
168.79754,-0.078,-11.025,-0.271
168.807254,0,-11.482,-0.392
168.816968,0.039,-12.082,-0.378
168.826682,0.157,-12.418,-0.278
168.836396,0.353,-12.568,-0.105
168.84611,0.471,-12.686,0.113
168.855824,0.588,-13.223,0.218
168.865538,0.549,-13.702,0.452
168.875252,0.588,-14.038,0.552
168.884966,0.588,-13.957,0.765
168.894685,0.549,-13.327,1.036
168.904404,0.745,-12.729,1.261
168.914123,0.863,-11.97,1.474
168.923842,1.059,-11.539,1.51
168.933561,1.177,-11.043,1.638
168.94328,1.373,-10.687,1.422
168.952999,1.53,-10.543,1.288
168.962718,1.608,-10.446,1.185
168.972437,1.648,-10.309,1.09
168.982156,1.608,-10.134,1.001
168.991875,1.608,-10.205,0.949
169.001594,1.491,-10.128,0.963
169.011313,1.412,-9.773,0.985
169.021032,1.334,-9.541,1.026
169.030742,1.255,-9.321,0.906
169.040452,1.098,-9.082,0.908
169.050162,1.059,-8.921,0.897
169.059872,0.981,-8.882,0.903
169.069582,0.981,-8.817,0.756
169.079292,1.059,-8.771,0.724
169.089002,1.02,-8.694,0.737
169.098712,0.902,-8.487,0.694
169.108422,0.785,-8.248,0.696
169.118132,0.706,-7.996,0.621
169.127842,0.588,-7.705,0.553
169.137552,0.51,-7.467,0.555
169.147262,0.431,-7.312,0.583
169.156972,0.353,-7.274,0.59
169.166695,0.314,-7.203,0.642
169.176418,0.235,-7.19,0.565
169.186141,0.157,-7.555,0.381
169.195864,0.039,-7.769,0.462
169.205587,0.039,-7.755,0.385
169.21531,0,-7.928,0.235
169.225033,-0.039,-8.424,0.108
169.234756,0.039,-9.183,-0.106
169.244479,0.039,-9.871,-0.267
169.254202,0.078,-10.341,-0.31
169.263925,0.118,-10.85,-0.36
169.273648,0.157,-11.366,-0.371
169.283371,0.039,-11.696,-0.31
169.293092,0,-12.428,-0.678
169.302813,-0.235,-13.098,-0.716
169.312534,-0.51,-13.446,-0.778
169.322255,-0.51,-13.818,-0.923
169.331976,-0.667,-14.468,-1.077
169.341697,-0.863,-14.977,-1.127
169.351418,-0.981,-14.498,-0.684
169.361139,-0.941,-13.155,-0.169
169.37086,-0.863,-12.209,0.118
169.380581,-0.981,-11.478,0.486
169.390302,-1.138,-10.773,1.008
169.400023,-1.294,-10.45,0.985
169.409744,-1.412,-10.703,1.06
169.419465,-1.451,-10.959,0.935
169.429184,-1.491,-11.005,0.967
169.438903,-1.569,-10.503,1.056
169.448622,-1.451,-10.141,1.04
169.458341,-1.451,-10.103,1.047
169.46806,-1.451,-10.128,0.963
169.477779,-1.373,-9.973,0.99
169.487498,-1.255,-9.573,0.981
169.497217,-1.098,-9.321,0.906
169.506936,-0.981,-9.121,0.901
169.516655,-0.785,-8.96,0.89
169.526374,-0.628,-8.869,0.826
169.536093,-0.549,-8.662,0.783
169.545812,-0.471,-8.321,0.883
169.555531,-0.471,-7.967,0.905
169.565224,-0.431,-7.703,0.992
169.574917,-0.471,-7.464,0.994
169.58461,-0.51,-7.303,0.983
169.594303,-0.588,-7.212,0.919
169.603996,-0.667,-7.205,0.88
169.613689,-0.785,-7.044,0.869
169.623382,-0.824,-6.896,0.935
169.633075,-0.902,-6.742,0.962
169.642768,-0.902,-6.549,0.996
169.652461,-0.902,-6.376,1.146
169.662154,-0.902,-6.119,1.271
169.671847,-0.863,-5.951,1.221
169.68154,-0.824,-6.099,1.155
169.691233,-0.785,-6.426,0.978
169.700935,-0.706,-6.574,0.912
169.710637,-0.628,-6.658,0.937
169.720339,-0.51,-6.935,0.928
169.730041,-0.51,-7.271,1.028
169.739743,-0.471,-7.403,1.324
169.749445,-0.275,-7.399,1.523
169.759147,-0.196,-7.401,1.762
169.768849,0.039,-7.78,1.655
169.778551,0.196,-8.669,1.499
169.788253,0.392,-10.064,1.053
169.797955,0.588,-11.932,0.804
169.807657,0.667,-13.486,0.809
169.817359,0.745,-14.854,0.886
169.827063,0.706,-15.554,1.241
169.836767,0.392,-15.161,1.947
169.846471,0.353,-13.947,2.52
169.856175,0.314,-12.468,2.94
169.865879,0.392,-11.766,3.024
169.875583,0.549,-11.895,3.081
169.885287,0.667,-12,3.222
169.894991,0.824,-11.802,3.456
169.904695,0.941,-11.257,3.751
169.914399,1.059,-10.782,3.994
169.924103,1.138,-10.416,4.178
169.933807,1.255,-9.952,4.26
169.943511,1.334,-9.616,4.16
169.953215,1.294,-9.241,4.066
169.962898,1.412,-8.789,3.987
169.972581,1.451,-8.498,3.919
169.982264,1.53,-8.534,3.673
169.991947,1.412,-9.037,3.585
170.00163,1.373,-9.271,3.782
170.011313,1.491,-9.196,4.035
170.020996,1.569,-8.927,4.321
170.030679,1.569,-8.589,4.659
170.040362,1.608,-8.3,4.83
170.050045,1.569,-8.134,5.018
170.059728,1.53,-8.168,5.212
170.069411,1.373,-8.241,5.398
170.079094,1.255,-8.236,5.598
170.088777,1.138,-8.239,5.837
170.098462,1.059,-8.066,5.986
170.108147,1.02,-7.971,6.123
170.117832,0.941,-8.036,6.27
170.127517,0.824,-8.043,6.309
170.137202,0.785,-8.011,6.355
170.146887,0.745,-7.864,6.42
170.156572,0.745,-7.716,6.486
170.166257,0.706,-7.614,6.584
170.175942,0.667,-7.441,6.734
170.185627,0.667,-7.307,6.877
170.195312,0.628,-7.05,7.002
170.204997,0.667,-6.793,7.127
170.214682,0.745,-6.659,7.27
170.224346,0.706,-6.659,7.27
170.23401,0.745,-6.943,7.3
170.243674,0.706,-7.273,7.361
170.253338,0.706,-7.609,7.461
170.263002,0.745,-7.854,7.498
170.272666,0.706,-8.023,7.548
170.28233,0.667,-8.079,7.418
170.291994,0.628,-8.059,7.302
170.301658,0.588,-8.193,7.159
170.311322,0.353,-8.277,7.184
170.320986,0.353,-8.129,7.25
170.33065,0.275,-7.923,7.207
170.340314,0.196,-7.639,7.177
170.349978,0.196,-7.439,7.173
170.359645,0.157,-7.2,7.175
170.369312,0.078,-6.968,7.216
170.378979,0.078,-6.8,7.166
170.388646,0.039,-6.677,7.147
170.398313,0,-6.593,7.122
170.40798,0,-6.562,7.168
170.417647,-0.039,-6.684,7.186
170.427314,-0.078,-6.814,7.243
170.436981,-0.196,-6.982,7.293
170.446648,-0.235,-7.098,7.272
170.456315,-0.275,-7.284,7.2
170.465982,-0.353,-7.341,7.07
170.475649,-0.392,-7.307,6.877
170.4853,-0.392,-7.325,6.754
170.494951,-0.353,-7.396,6.702
170.504602,-0.314,-7.427,6.657
170.514253,-0.235,-7.382,6.625
170.523904,-0.118,-7.375,6.586
170.533555,-0.039,-7.452,6.573
170.543206,0.078,-7.575,6.591
170.552857,0.078,-7.736,6.602
170.562508,0.157,-7.814,6.589
170.572159,0.157,-7.807,6.55
170.58181,0.118,-7.8,6.511
170.591461,0.118,-7.87,6.459
170.601112,0.039,-7.909,6.452
170.610763,0.039,-7.805,6.311
170.620419,-0.118,-7.591,6.23
170.630075,-0.196,-7.307,6.2
170.639731,-0.235,-7.009,6.093
170.649387,-0.275,-6.782,5.934
170.659043,-0.275,-6.562,5.814
170.668699,-0.235,-6.45,5.634
170.678355,-0.196,-6.385,5.486
170.688011,-0.118,-6.312,5.3
170.697667,-0.039,-6.214,5.198
170.707323,-0.039,-6.116,5.095
170.716979,-0.078,-6.141,5.011
170.726635,-0.078,-6.328,4.939
170.736291,-0.078,-6.56,4.898
170.74594,-0.118,-6.694,4.755
170.755589,-0.118,-6.957,4.668
170.765238,-0.039,-7.407,4.509
170.774887,-0.157,-7.987,4.407
170.784536,-0.235,-8.391,4.216
170.794185,-0.157,-8.916,3.805
170.803834,-0.275,-10.175,3.264
170.813483,-0.863,-10.854,3.503
170.823132,-1.059,-10.184,4.219
170.832781,-0.667,-9.457,4.387
170.84243,-0.51,-8.984,4.191
170.852079,-0.471,-9.139,4.164
170.861728,-0.588,-9.459,4.626
170.871377,-0.353,-9.25,5.021
170.881038,-0.157,-8.621,5.291
170.890699,0.157,-7.925,5.414
170.90036,0.392,-7.205,5.62
170.910021,0.902,-6.659,5.916
170.919682,1.53,-6.45,6.311
170.929343,2.118,-6.564,6.729
170.939004,2.511,-6.807,7.204
170.948665,2.942,-7.223,7.529
170.958326,3.138,-7.875,7.613
170.967987,3.138,-8.604,7.684
170.977648,3.099,-9.095,7.757
170.987309,2.942,-9.134,7.75
170.99697,2.746,-9.043,7.686
171.006631,2.511,-8.9,7.552
171.016313,2.197,-8.925,7.468
171.025995,1.844,-8.922,7.23
171.035677,1.569,-8.811,7.05
171.045359,1.373,-8.457,7.073
171.055041,1.294,-7.945,6.884
171.064723,1.177,-7.473,6.689
171.074405,1.098,-7.109,6.434
171.084087,1.02,-6.882,6.275
171.093769,0.941,-6.655,6.116
171.103451,0.863,-6.466,5.95
171.113133,0.785,-6.246,5.829
171.122815,0.745,-6.044,5.586
171.132497,0.706,-5.771,5.395
171.142189,0.667,-5.614,5.184
171.151881,0.549,-5.421,5.218
171.161573,0.431,-5.207,5.136
171.171265,0.314,-5.18,4.982
171.180957,0.196,-5.314,4.839
171.190649,0.118,-5.417,4.741
171.200341,0.039,-5.557,4.636
171.210033,-0.118,-5.589,4.591
171.219725,-0.118,-5.678,4.416
171.229417,-0.196,-5.882,4.221
171.239109,-0.353,-6.03,4.155
171.248801,-0.392,-6.151,3.934
171.258493,-0.353,-6.303,3.668
171.268185,-0.392,-6.532,3.389
171.277883,-0.431,-6.801,3.103
171.287581,-0.392,-6.832,3.057
171.297279,-0.392,-6.728,2.916
171.306977,-0.431,-6.746,2.794
171.316675,-0.51,-6.785,2.787
171.326373,-0.549,-6.855,2.735
171.336071,-0.51,-7.623,2.121
171.345769,-1.059,-9.669,1.522
171.355467,-1.765,-10.566,1.642
171.365165,-1.883,-10.843,1.633
171.374863,-1.922,-10.857,1.71
171.384561,-2.236,-11.073,2.031
171.394259,-2.275,-12,2.544
171.403957,-2.314,-12.781,3.363
171.413693,-2.197,-13.145,4.294
171.423429,-2.118,-12.868,4.98
171.433165,-2.04,-12.524,5.519
171.442901,-1.961,-12.929,6.005
171.452637,-1.883,-13.424,6.555
171.462373,-1.726,-14.156,6.864
171.472109,-1.412,-14.962,6.921
171.481845,-1.177,-15.478,6.91
171.491581,-0.902,-15.446,6.955
171.501317,-0.785,-14.833,6.865
171.511053,-0.745,-14.019,6.769
171.520789,-0.745,-13.21,6.473
171.530525,-0.902,-12.433,6.132
171.540261,-1.098,-11.636,5.676
171.550018,-1.255,-10.702,5.123
171.559775,-1.491,-9.807,4.564
171.569532,-1.569,-8.943,3.96
171.579289,-1.648,-8.157,3.341
171.589046,-1.608,-7.412,2.955
171.598803,-1.53,-6.712,2.6
171.60856,-1.412,-6.167,2.219
171.618317,-1.334,-5.751,1.894
171.628074,-1.294,-5.362,1.723
171.637831,-1.216,-4.897,1.566
171.647588,-1.098,-4.554,1.428
171.657345,-0.981,-4.256,1.321
171.667102,-0.941,-3.972,1.291
