Time,Label
82.001225,0
82.00163,0
82.007056,0
82.011329,0
82.011853,0
82.021028,0
82.022481,0
82.030727,0
82.033109,0
82.035657,0
82.040426,0
82.043737,0
82.050159,0
82.054365,0
82.059166,0
82.059642,0
82.059892,0
82.064993,0
82.069625,0
82.075597,0
82.079358,0
82.082114,0
82.086201,0
82.089091,0
82.096805,0
82.098824,0
82.103794,0
82.107409,0
82.108557,0
82.118013,0
82.11829,0
82.128023,0
82.128617,0
82.135032,0
82.137756,0
82.139221,0
82.147489,0
82.149825,0
82.157222,0
82.159524,0
82.160429,0
82.166955,0
82.171033,0
82.176694,0
82.181637,0
82.182713,0
82.186433,0
82.188246,0
82.192241,0
82.196172,0
82.200886,0
82.202857,0
82.205911,0
82.213473,0
82.21565,0
82.217552,0
82.224089,0
82.225389,0
82.234705,0
82.235128,0
82.244401,0
82.244867,0
82.245321,0
82.254606,0
82.255937,0
82.264345,0
82.266553,0
82.271027,0
82.274084,0
82.277169,0
82.283823,0
82.287785,0
82.293562,0
82.29715,0
82.298401,0
82.303301,0
82.308903,0
82.309017,0
82.313036,0
82.313947,0
82.319633,0
82.322771,0
82.330244,0
82.331893,0
82.332506,0
82.340855,0
82.342241,0
82.351466,0
82.351976,0
82.358929,0
82.361711,0
82.362077,0
82.371446,0
82.372688,0
82.381181,0
82.383299,0
82.387295,0
82.390916,0
82.39391,0
82.400651,0
82.404521,0
82.410386,0
82.410791,0
82.415132,0
82.420121,0
82.425743,0
82.429856,0
82.435027,0
82.436354,0
82.439591,0
82.446965,0
82.449307,0
82.457576,0
82.459023,0
82.459804,0
82.45991,0
82.468196,0
82.468739,0
82.478455,0
82.478816,0
82.480692,0
82.488171,0
82.489436,0
82.497887,0
82.500056,0
82.503438,0
82.507603,0
82.510676,0
82.517319,0
82.521296,0
82.527035,0
82.527326,0
82.531916,0
82.536751,0
82.542536,0
82.546467,0
82.551813,0
82.553156,0
82.556183,0
82.563776,0
82.565899,0
82.574396,0
82.574483,0
82.575615,0
82.585016,0
82.585337,0
82.589937,0
82.595059,0
82.595617,0
82.603613,0
82.604781,0
82.606218,0
82.614503,0
82.616819,0
82.618722,0
82.624225,0
82.62742,0
82.633947,0
82.638021,0
82.643669,0
82.646183,0
82.648622,0
82.653391,0
82.659223,0
82.663113,0
82.669824,0
82.672349,0
82.672835,0
82.680425,0
82.682557,0
82.691026,0
82.692279,0
82.699143,0
82.701627,0
82.702001,0
82.707112,0
82.711731,0
82.712186,0
82.712228,0
82.721461,0
82.722829,0
82.731191,0
82.731417,0
82.733417,0
82.740921,0
82.744005,0
82.750651,0
82.754593,0
82.75897,0
82.760381,0
82.765181,0
82.770111,0
82.775769,0
82.779841,0
82.780774,0
82.786357,0
82.789571,0
82.796945,0
82.799301,0
82.807533,0
82.809031,0
82.812021,0
82.818121,0
82.818761,0
82.828491,0
82.828709,0
82.835406,0
82.838221,0
82.839297,0
82.847947,0
82.849885,0
82.853845,0
82.857673,0
82.858258,0
82.860473,0
82.867399,0
82.87107,0
82.876579,0
82.877125,0
82.881667,0
82.886851,0
82.892264,0
82.896577,0
82.902861,0
82.903662,0
82.906303,0
82.913458,0
82.916029,0
82.924055,0
82.925755,0
82.929258,0
82.934652,0
82.935481,0
82.945207,0
82.945249,0
82.954933,0
82.955039,0
82.955846,0
82.95698,0
82.964659,0
82.965584,0
82.966443,0
82.974385,0
82.977006,0
82.97704,0
82.984157,0
82.987637,0
82.993929,0
82.998243,0
83.003701,0
83.005974,0
83.008849,0
83.013473,0
83.019455,0
83.023245,0
83.030061,0
83.033017,0
83.034109,0
83.040667,0
83.042789,0
83.051273,0
83.052561,0
83.055302,0
83.061879,0
83.062333,0
83.072105,0
83.072485,0
83.081877,0
83.083091,0
83.088258,0
83.091649,0
83.093697,0
83.101421,0
83.102004,0
83.104303,0
83.104555,0
83.111164,0
83.114909,0
83.120907,0
83.125515,0
83.127217,0
83.13065,0
83.136164,0
83.140393,0
83.146813,0
83.150136,0
83.154952,0
83.157462,0
83.159879,0
83.168111,0
83.169622,0
83.17876,0
83.179365,0
83.179443,0
83.189108,0
83.189409,0
83.198851,0
83.200058,0
83.208594,0
83.209865,0
83.210707,0
83.218337,0
83.221356,0
83.22808,0
83.232005,0
83.233034,0
83.237823,0
83.242654,0
83.247566,0
83.253303,0
83.257305,0
83.257963,0
83.258313,0
83.263986,0
83.267044,0
83.274669,0
83.276783,0
83.281228,0
83.285352,0
83.286522,0
83.296035,0
83.296261,0
83.306,0
83.306718,0
83.309867,0
83.315739,0
83.317401,0
83.325478,0
83.328084,0
83.335217,0
83.335278,0
83.338767,0
83.344956,0
83.34945,0
83.354695,0
83.357477,0
83.360133,0
83.364434,0
83.370816,0
83.374173,0
83.381499,0
83.381736,0
83.38388,0
83.388308,0
83.392238,0
83.393587,0
83.399512,0
83.402977,0
83.403294,0
83.413001,0
83.413716,0
83.418924,0
83.422708,0
83.424455,0
83.432415,0
83.435194,0
83.442122,0
83.445933,0
83.446264,0
83.451829,0
83.456672,0
83.461536,0
83.467411,0
83.471243,0
83.473958,0
83.47815,0
83.48095,0
83.488889,0
83.490657,0
83.499628,0
83.500364,0
83.502307,0
83.508321,0
83.509705,0
83.510071,0
83.510367,0
83.519746,0
83.521134,0
83.529421,0
83.530674,0
83.531901,0
83.539096,0
83.542668,0
83.548771,0
83.553435,0
83.557189,0
83.558446,0
83.564202,0
83.568121,0
83.574969,0
83.577796,0
83.578782,0
83.585736,0
83.587471,0
83.596503,0
83.597146,0
83.606821,0
83.60727,0
83.612134,0
83.616496,0
83.618037,0
83.626171,0
83.628038,0
83.628804,0
83.635846,0
83.639571,0
83.645521,0
83.650338,0
83.6552,0
83.655837,0
83.659148,0
83.66114,0
83.664879,0
83.671942,0
83.674558,0
83.681972,0
83.682744,0
83.684237,0
83.693546,0
83.693916,0
83.703595,0
83.704348,0
83.709358,0
83.713274,0
83.71515,0
83.722953,0
83.725952,0
83.732632,0
83.735138,0
83.736754,0
83.742311,0
83.747556,0
83.751628,0
83.75199,0
83.758358,0
83.761669,0
83.76916,0
83.771348,0
83.779962,0
83.779977,0
83.78101,0
83.790672,0
83.790819,0
83.791888,0
83.79943,0
83.800334,0
83.801676,0
83.809996,0
83.812533,0
83.817104,0
83.819658,0
83.82339,0
83.82932,0
83.834247,0
83.838982,0
83.843618,0
83.845104,0
83.848644,0
83.855961,0
83.858306,0
83.866818,0
83.867968,0
83.868231,0
83.87763,0
83.877675,0
83.887292,0
83.888532,0
83.895571,0
83.896954,0
83.898028,0
83.899389,0
83.905922,0
83.906616,0
83.910246,0
83.910295,0
83.916269,0
83.921133,0
83.924912,0
83.925922,0
83.93202,0
83.935575,0
83.942907,0
83.945228,0
83.953157,0
83.953794,0
83.954881,0
83.964534,0
83.964681,0
83.974187,0
83.975568,0
83.97806,0
83.981289,0
83.98384,0
83.986455,0
83.993493,0
83.997342,0
84.003146,0
84.008229,0
84.012799,0
84.016845,0
84.019116,0
84.022452,0
84.030003,0
84.032105,0
84.04089,0
84.041758,0
84.051392,0
84.051777,0
84.055586,0
84.061026,0
84.062697,0
84.07066,0
84.073617,0
84.077954,0
84.080294,0
84.084537,0
84.089928,0
84.095457,0
84.099562,0
84.102838,0
84.106377,0
84.109196,0
84.117297,0
84.11883,0
84.128217,0
84.128464,0
84.1324,0
84.138098,0
84.139137,0
84.147732,0
84.150057,0
84.157366,0
84.157958,0
84.160977,0
84.165232,0
84.167,0
84.171897,0
84.176634,0
84.178185,0
84.182817,0
84.186274,0
84.187351,0
84.193765,0
84.195914,0
84.204713,0
84.205554,0
84.215194,0
84.215661,0
84.21736,0
84.224834,0
84.226609,0
84.234474,0
84.237557,0
84.244114,0
84.244116,0
84.248505,0
84.253754,0
84.259453,0
84.263394,0
84.270401,0
84.272146,0
84.273034,0
84.281349,0
84.282674,0
84.292297,0
84.292314,0
84.296376,0
84.300101,0
84.301954,0
84.303245,0
84.310396,0
84.311623,0
84.314193,0
84.321292,0
84.325158,0
84.329962,0
84.330961,0
84.336123,0
84.34063,0
84.347088,0
84.350299,0
84.356661,0
84.358053,0
84.359968,0
84.369018,0
84.369637,0
84.377364,0
84.379306,0
84.379983,0
84.388975,0
84.390948,0
84.398644,0
84.401913,0
84.408313,0
84.409864,0
84.412878,0
84.415037,0
84.417982,0
84.423843,0
84.427651,0
84.432057,0
84.434808,0
84.437326,0
84.445432,0
84.445773,0
84.447001,0
84.456676,0
84.456729,0
84.457198,0
84.466351,0
84.467685,0
84.47062,0
84.476026,0
84.478641,0
84.485701,0
84.489597,0
84.495376,0
84.49829,0
84.499798,0
84.500553,0
84.505051,0
84.511509,0
84.514726,0
84.522465,0
84.524401,0
84.533421,0
84.534076,0
84.538887,0
84.543751,0
84.544377,0
84.553426,0
84.555333,0
84.563101,0
84.566289,0
84.572804,0
84.57516,0
84.577245,0
84.582507,0
84.588201,0
84.59221,0
84.599153,0
84.599599,0
84.601913,0
84.610105,0
84.611616,0
84.621057,0
84.621319,0
84.625606,0
84.631022,0
84.632009,0
84.640725,0
84.642961,0
84.646965,0
84.650428,0
84.653913,0
84.660131,0
84.664865,0
84.669834,0
84.674169,0
84.675817,0
84.679537,0
84.680529,0
84.686769,0
84.68924,0
84.695135,0
84.697721,0
84.698944,0
84.705208,0
84.708648,0
84.708673,0
84.718352,0
84.719581,0
84.728056,0
84.730459,0
84.730489,0
84.73776,0
84.741397,0
84.747464,0
84.752305,0
84.757168,0
84.758167,0
84.763213,0
84.766872,0
84.774121,0
84.776576,0
84.785029,0
84.78628,0
84.786928,0
84.795937,0
84.795984,0
84.805688,0
84.806274,0
84.806845,0
84.815392,0
84.817753,0
84.825096,0
84.828661,0
84.832495,0
84.833069,0
84.834823,0
84.839569,0
84.84455,0
84.850477,0
84.854277,0
84.855361,0
84.861331,0
84.864004,0
84.872185,0
84.873731,0
84.883039,0
84.883458,0
84.887524,0
84.893185,0
84.893893,0
84.902912,0
84.904747,0
84.912639,0
84.913385,0
84.915601,0
84.922366,0
84.926455,0
84.932093,0
84.936417,0
84.937309,0
84.94182,0
84.948163,0
84.951547,0
84.95648,0
84.959017,0
84.961278,0
84.969871,0
84.971009,0
84.977946,0
84.980096,0
84.980725,0
84.98074,0
84.990471,0
84.991495,0
85.000098,0
85.000202,0
85.002265,0
85.009933,0
85.013035,0
85.019664,0
85.023805,0
85.026287,0
85.029395,0
85.034575,0
85.039126,0
85.045345,0
85.046366,0
85.048857,0
85.056115,0
85.058588,0
85.066885,0
85.068319,0
85.072835,0
85.077655,0
85.07805,0
85.087781,0
85.088425,0
85.094962,0
85.097494,0
85.099195,0
85.107207,0
85.109765,0
85.109965,0
85.11692,0
85.120735,0
85.120823,0
85.126633,0
85.131437,0
85.136346,0
85.139624,0
85.142139,0
85.146059,0
85.152841,0
85.155772,0
85.163543,0
85.165485,0
85.167573,0
85.174245,0
85.175198,0
85.184911,0
85.184947,0
85.194262,0
85.194624,0
85.195649,0
85.204337,0
85.206351,0
85.21405,0
85.217053,0
85.219679,0
85.223763,0
85.227755,0
85.233327,0
85.233494,0
85.235154,0
85.238457,0
85.243225,0
85.249159,0
85.252956,0
85.253051,0
85.259808,0
85.262687,0
85.270457,0
85.272418,0
85.278838,0
85.281106,0
85.282149,0
85.291755,0
85.29188,0
85.301611,0
85.302103,0
85.302404,0
85.311342,0
85.313053,0
85.321073,0
85.323702,0
85.330804,0
85.332308,0
85.334351,0
85.340535,0
85.345,0
85.350266,0
85.355147,0
85.355649,0
85.360011,0
85.366298,0
85.369756,0
85.376215,0
85.376947,0
85.379501,0
85.380198,0
85.387551,0
85.389246,0
85.398155,0
85.398991,0
85.399041,0
85.408736,0
85.408759,0
85.418481,0
85.419363,0
85.42468,0
85.428226,0
85.429967,0
85.437971,0
85.440571,0
85.447716,0
85.4479,0
85.451175,0
85.457461,0
85.461779,0
85.467206,0
85.472383,0
85.472817,0
85.476951,0
85.482987,0
85.486009,0
85.486696,0
85.492895,0
85.493591,0
85.496427,0
85.504195,0
85.506158,0
85.509681,0
85.514799,0
85.515889,0
85.525377,0
85.52562,0
85.535351,0
85.535955,0
85.538106,0
85.545082,0
85.546533,0
85.554813,0
85.557111,0
85.564544,0
85.566455,0
85.567689,0
85.574275,0
85.578267,0
85.584006,0
85.588845,0
85.592991,0
85.593737,0
85.599423,0
85.603468,0
85.610001,0
85.613199,0
85.614164,0
85.620579,0
85.62293,0
85.630682,0
85.631157,0
85.632541,0
85.632639,0
85.641735,0
85.642348,0
85.649888,0
85.652057,0
85.652266,0
85.661766,0
85.662797,0
85.671475,0
85.673328,0
85.676833,0
85.681184,0
85.683859,0
85.690893,0
85.69439,0
85.699792,0
85.700602,0
85.704921,0
85.710311,0
85.715452,0
85.72002,0
85.725983,0
85.729729,0
85.731463,0
85.736514,0
85.739438,0
85.747045,0
85.749147,0
85.754639,0
85.757576,0
85.758856,0
85.768107,0
85.768542,0
85.777172,0
85.778228,0
85.778638,0
85.779231,0
85.787914,0
85.789173,0
85.7976,0
85.799708,0
85.800026,0
85.807286,0
85.810243,0
85.816972,0
85.820778,0
85.82527,0
85.826658,0
85.831313,0
85.836344,0
85.841848,0
85.84603,0
85.852383,0
85.854777,0
85.855716,0
85.862918,0
85.865402,0
85.872491,0
85.873453,0
85.875088,0
85.883988,0
85.884774,0
85.89446,0
85.894523,0
85.900078,0
85.904145,0
85.905058,0
85.908475,0
85.91383,0
85.915016,0
85.915565,0
85.919805,0
85.923515,0
85.926072,0
85.93082,0
85.9332,0
85.936579,0
85.942885,0
85.947086,0
85.95257,0
85.956469,0
85.957204,0
85.957593,0
85.962255,0
85.9681,0
85.97194,0
85.978607,0
85.981625,0
85.989114,0
85.99131,0
85.995202,0
85.999621,0
86.000995,0
86.010128,0
86.01068,0
86.020365,0
86.020635,0
86.030039,0
86.031142,0
86.033953,0
86.039713,0
86.041649,0
86.049387,0
86.052155,0
86.052553,0
86.059061,0
86.062661,0
86.068735,0
86.073167,0
86.078409,0
86.083673,0
86.083895,0
86.088083,0
86.094179,0
86.097757,0
86.104685,0
86.107431,0
86.110793,0
86.115191,0
86.117105,0
86.125697,0
86.126779,0
86.13267,0
86.136203,0
86.136453,0
86.146127,0
86.146709,0
86.154284,0
86.155801,0
86.157215,0
86.165469,0
86.167721,0
86.175137,0
86.175687,0
86.177868,0
86.178233,0
86.184805,0
86.188745,0
86.194473,0
86.198541,0
86.199257,0
86.204141,0
86.209769,0
86.213809,0
86.220281,0
86.223242,0
86.223477,0
86.230793,0
86.233145,0
86.241305,0
86.242813,0
86.245694,0
86.251817,0
86.252481,0
86.262149,0
86.262329,0
86.271522,0
86.271817,0
86.272841,0
86.281485,0
86.283353,0
86.291153,0
86.293865,0
86.299173,0
86.300836,0
86.304377,0
86.308367,0
86.310519,0
86.314918,0
86.319478,0
86.320202,0
86.325459,0
86.329885,0
86.336,0
86.336753,0
86.339568,0
86.346541,0
86.349251,0
86.357082,0
86.358934,0
86.363151,0
86.367623,0
86.368617,0
86.378164,0
86.3783,0
86.387983,0
86.388555,0
86.388705,0
86.397666,0
86.399246,0
86.407349,0
86.409787,0
86.416782,0
86.417032,0
86.419559,0
86.420328,0
86.426705,0
86.428847,0
86.430869,0
86.436378,0
86.441461,0
86.443866,0
86.446051,0
86.452053,0
86.455724,0
86.462645,0
86.465397,0
86.470933,0
86.473237,0
86.47507,0
86.483829,0
86.484743,0
86.494416,0
86.494421,0
86.495359,0
86.504089,0
86.505013,0
86.513762,0
86.514155,0
86.515605,0
86.523435,0
86.526197,0
86.533108,0
86.536789,0
86.542781,0
86.547381,0
86.547823,0
86.552454,0
86.557676,0
86.557973,0
86.562141,0
86.568593,0
86.571828,0
86.574355,0
86.579213,0
86.581515,0
86.589833,0
86.591202,0
86.599556,0
86.600453,0
86.600889,0
86.610576,0
86.611073,0
86.620263,0
86.621693,0
86.624503,0
86.62995,0
86.632313,0
86.639637,0
86.642933,0
86.649324,0
86.652845,0
86.653553,0
86.659011,0
86.664173,0
86.668698,0
86.671535,0
86.674793,0
86.678385,0
86.685413,0
86.688067,0
86.691384,0
86.696061,0
86.697749,0
86.69955,0
86.706709,0
86.707431,0
86.713716,0
86.717113,0
86.717357,0
86.726795,0
86.728005,0
86.736477,0
86.738653,0
86.740334,0
86.746159,0
86.749301,0
86.755841,0
86.759949,0
86.765523,0
86.768011,0
86.770597,0
86.775205,0
86.781245,0
86.784887,0
86.791893,0
86.792836,0
86.794569,0
86.802541,0
86.80298,0
86.804251,0
86.813189,0
86.813933,0
86.816088,0
86.823627,0
86.823837,0
86.826101,0
86.833321,0
86.83452,0
86.843015,0
86.845203,0
86.850345,0
86.852709,0
86.855886,0
86.862403,0
86.866569,0
86.872097,0
86.877168,0
86.877252,0
86.881791,0
86.887935,0
86.891485,0
86.897843,0
86.898618,0
86.901179,0
